symbol,side,size,price,timestamp
BTC,SELL,0.0001,10100000.000,2024-07-17 21:00:09.171
BTC,SELL,0.0020,10100000.000,2024-07-17 21:00:09.388
BTC,SELL,0.0020,10100000.000,2024-07-17 21:00:15.213
BTC,SELL,0.0053,10100000.000,2024-07-17 21:00:21.149
BTC,BUY,0.0004,10099113.000,2024-07-17 21:00:26.222
BTC,SELL,0.0001,10090001.000,2024-07-17 21:00:31.397
BTC,SELL,0.0001,10090137.000,2024-07-17 21:00:47.767
BTC,BUY,0.0005,10090138.000,2024-07-17 21:00:48.196
BTC,SELL,0.0001,10090000.000,2024-07-17 21:00:55.772
BTC,SELL,0.0010,10090000.000,2024-07-17 21:00:55.772
BTC,SELL,0.0003,10090000.000,2024-07-17 21:00:56.409
BTC,BUY,0.0001,10089900.000,2024-07-17 21:00:57.072
BTC,SELL,0.0111,10085223.000,2024-07-17 21:00:57.601
BTC,SELL,0.0079,10085223.000,2024-07-17 21:00:57.856
BTC,SELL,0.0099,10084295.000,2024-07-17 21:00:59.933
BTC,SELL,0.0050,10084295.000,2024-07-17 21:01:00.854
BTC,SELL,0.0851,10084295.000,2024-07-17 21:01:00.859
BTC,SELL,0.1140,10082257.000,2024-07-17 21:01:00.859
BTC,SELL,0.0010,10080000.000,2024-07-17 21:01:01.157
BTC,SELL,0.0004,10080000.000,2024-07-17 21:01:01.157
BTC,SELL,0.0010,10079800.000,2024-07-17 21:01:01.157
BTC,SELL,0.0036,10077403.000,2024-07-17 21:01:01.157
BTC,SELL,0.0056,10075001.000,2024-07-17 21:01:01.692
BTC,SELL,0.0067,10075000.000,2024-07-17 21:01:01.692
BTC,SELL,0.0154,10074211.000,2024-07-17 21:01:01.692
BTC,SELL,0.0010,10070000.000,2024-07-17 21:01:01.692
BTC,SELL,0.0004,10070000.000,2024-07-17 21:01:01.692
BTC,SELL,0.0001,10064104.000,2024-07-17 21:01:01.692
BTC,SELL,0.0001,10064100.000,2024-07-17 21:01:01.692
BTC,SELL,0.0079,10061919.000,2024-07-17 21:01:01.692
BTC,SELL,0.0001,10061650.000,2024-07-17 21:01:01.692
BTC,SELL,0.0001,10061470.000,2024-07-17 21:01:01.692
BTC,SELL,0.0001,10061440.000,2024-07-17 21:01:01.692
BTC,SELL,0.0010,10060000.000,2024-07-17 21:01:01.692
BTC,SELL,0.0004,10060000.000,2024-07-17 21:01:01.692
BTC,SELL,0.0010,10059731.000,2024-07-17 21:01:01.692
BTC,SELL,0.0030,10057810.000,2024-07-17 21:01:01.692
BTC,SELL,0.0107,10057360.000,2024-07-17 21:01:01.692
BTC,SELL,0.0018,10057360.000,2024-07-17 21:01:01.935
BTC,SELL,0.0002,10057281.000,2024-07-17 21:01:01.935
BTC,SELL,0.0100,10057281.000,2024-07-17 21:01:02.238
BTC,SELL,0.0010,10080966.000,2024-07-17 21:01:03.362
BTC,SELL,0.0008,10068800.000,2024-07-17 21:01:25.152
BTC,SELL,0.0001,10079269.000,2024-07-17 21:01:33.151
BTC,SELL,0.0050,10059921.000,2024-07-17 21:01:35.724
BTC,SELL,0.0001,10069188.000,2024-07-17 21:01:36.778
BTC,SELL,0.0100,10069188.000,2024-07-17 21:01:37.076
BTC,SELL,0.0002,10075598.000,2024-07-17 21:02:17.784
BTC,SELL,0.0009,10074971.000,2024-07-17 21:02:17.784
BTC,SELL,0.0001,10075278.000,2024-07-17 21:02:24.891
BTC,SELL,0.0001,10075278.000,2024-07-17 21:02:25.897
BTC,SELL,0.0002,10075000.000,2024-07-17 21:02:28.105
BTC,SELL,0.0400,10073514.000,2024-07-17 21:02:38.796
BTC,SELL,0.0105,10073514.000,2024-07-17 21:02:38.862
BTC,SELL,0.0214,10073514.000,2024-07-17 21:02:38.885
BTC,SELL,0.0200,10073514.000,2024-07-17 21:02:40.736
BTC,SELL,0.0081,10073514.000,2024-07-17 21:02:40.816
BTC,SELL,0.0010,10072565.000,2024-07-17 21:02:41.535
BTC,SELL,0.0030,10072565.000,2024-07-17 21:02:41.632
BTC,SELL,0.0050,10072565.000,2024-07-17 21:02:41.638
BTC,SELL,0.0002,10072565.000,2024-07-17 21:02:41.704
BTC,SELL,0.0908,10072565.000,2024-07-17 21:02:41.859
BTC,SELL,0.0002,10070000.000,2024-07-17 21:02:42.014
BTC,SELL,0.0050,10050936.000,2024-07-17 21:02:42.014
BTC,SELL,0.0100,10050923.000,2024-07-17 21:02:42.014
BTC,SELL,0.0348,10050414.000,2024-07-17 21:02:42.014
BTC,SELL,0.0004,10050000.000,2024-07-17 21:02:42.129
BTC,SELL,0.0005,10050000.000,2024-07-17 21:02:42.129
BTC,SELL,0.0001,10050000.000,2024-07-17 21:02:42.129
BTC,SELL,0.0010,10050000.000,2024-07-17 21:02:42.129
BTC,SELL,0.0050,10050000.000,2024-07-17 21:02:42.129
BTC,SELL,0.0034,10049420.000,2024-07-17 21:02:42.129
BTC,SELL,0.0050,10048000.000,2024-07-17 21:02:42.129
BTC,SELL,0.0010,10042443.000,2024-07-17 21:02:42.129
BTC,SELL,0.0010,10042442.000,2024-07-17 21:02:42.129
BTC,SELL,0.0010,10042441.000,2024-07-17 21:02:42.129
BTC,SELL,0.0010,10041382.000,2024-07-17 21:02:42.129
BTC,SELL,0.0004,10040000.000,2024-07-17 21:02:42.129
BTC,SELL,0.0001,10040000.000,2024-07-17 21:02:42.129
BTC,SELL,0.0010,10040000.000,2024-07-17 21:02:42.129
BTC,SELL,0.0125,10035600.000,2024-07-17 21:02:42.129
BTC,SELL,0.0066,10030250.000,2024-07-17 21:02:42.129
BTC,SELL,0.0039,10044126.000,2024-07-17 21:02:42.845
BTC,SELL,0.0041,10030000.000,2024-07-17 21:02:42.845
BTC,BUY,0.0001,10064150.000,2024-07-17 21:02:43.500
BTC,SELL,0.0050,10044131.000,2024-07-17 21:02:43.882
BTC,SELL,0.0026,10044136.000,2024-07-17 21:02:44.493
BTC,SELL,0.0100,10044250.000,2024-07-17 21:02:45.911
BTC,SELL,0.0002,10055000.000,2024-07-17 21:02:50.474
BTC,SELL,0.0020,10038550.000,2024-07-17 21:02:58.859
BTC,BUY,0.0001,10044275.000,2024-07-17 21:03:22.949
BTC,SELL,0.0002,10038809.000,2024-07-17 21:03:50.802
BTC,SELL,0.0100,10030007.000,2024-07-17 21:03:50.802
BTC,SELL,0.0810,10030006.000,2024-07-17 21:03:50.802
BTC,SELL,0.0890,10030006.000,2024-07-17 21:03:50.802
BTC,SELL,0.0198,10030001.000,2024-07-17 21:03:50.802
BTC,SELL,0.0059,10030000.000,2024-07-17 21:05:12.856
BTC,SELL,0.0004,10030000.000,2024-07-17 21:05:12.856
BTC,SELL,0.0001,10030000.000,2024-07-17 21:05:12.856
BTC,SELL,0.0010,10030000.000,2024-07-17 21:05:12.856
BTC,SELL,0.0010,10030000.000,2024-07-17 21:05:12.856
BTC,SELL,0.0015,10030000.000,2024-07-17 21:05:12.856
BTC,BUY,0.0020,10030699.000,2024-07-17 21:05:24.465
