symbol,side,size,price,timestamp
ETH,BUY,0.2000,545201.000,2024-07-16 21:01:07.734
ETH,BUY,0.1202,545263.000,2024-07-16 21:01:45.956
ETH,BUY,0.0100,545337.000,2024-07-16 21:01:56.985
ETH,BUY,0.0900,545343.000,2024-07-16 21:01:56.985
ETH,BUY,0.0100,545084.000,2024-07-16 21:02:26.992
ETH,BUY,0.0100,545083.000,2024-07-16 21:02:28.181
ETH,BUY,0.0171,545088.000,2024-07-16 21:02:28.181
ETH,BUY,0.0120,545082.000,2024-07-16 21:02:30.174
ETH,BUY,0.5000,545087.000,2024-07-16 21:02:30.695
ETH,BUY,0.0638,545087.000,2024-07-16 21:02:31.750
ETH,BUY,1.0000,545087.000,2024-07-16 21:02:32.982
ETH,BUY,0.0420,545420.000,2024-07-16 21:02:35.962
ETH,BUY,0.0200,545421.000,2024-07-16 21:07:24.887
ETH,BUY,0.5938,545421.000,2024-07-16 21:07:24.887
ETH,BUY,0.1202,545421.000,2024-07-16 21:07:24.887
ETH,BUY,0.0450,545421.000,2024-07-16 21:07:24.887
ETH,BUY,0.0210,545425.000,2024-07-16 21:07:24.887
ETH,BUY,0.0194,545425.000,2024-07-16 21:07:25.114
ETH,SELL,0.7266,545420.000,2024-07-16 21:07:25.132
ETH,SELL,0.2734,545420.000,2024-07-16 21:07:33.496
ETH,SELL,0.5000,545062.000,2024-07-16 21:09:09.477
ETH,SELL,0.0863,545062.000,2024-07-16 21:09:37.316
ETH,SELL,0.0120,545000.000,2024-07-16 21:10:15.749
ETH,SELL,0.0099,545000.000,2024-07-16 21:10:15.749
ETH,SELL,0.0001,545000.000,2024-07-16 21:10:16.168
ETH,SELL,0.0220,544428.000,2024-07-16 21:10:17.043
ETH,SELL,0.0680,544428.000,2024-07-16 21:11:44.140
ETH,SELL,0.0200,544420.000,2024-07-16 21:11:45.360
ETH,SELL,0.0200,543699.000,2024-07-16 21:11:46.342
ETH,SELL,0.4900,543699.000,2024-07-16 21:11:48.696
ETH,BUY,0.0130,543466.000,2024-07-16 21:11:56.495
ETH,BUY,0.0100,543512.000,2024-07-16 21:11:56.495
ETH,BUY,0.0969,543699.000,2024-07-16 21:11:56.495
ETH,BUY,0.0230,543866.000,2024-07-16 21:12:07.559
ETH,BUY,0.0994,543442.000,2024-07-16 21:13:26.887
ETH,SELL,0.1700,543860.000,2024-07-16 21:15:54.399
ETH,SELL,0.8300,543860.000,2024-07-16 21:15:54.399
ETH,BUY,0.4100,544405.000,2024-07-16 21:17:08.953
ETH,BUY,0.1050,544440.000,2024-07-16 21:18:12.980
ETH,BUY,0.0270,544440.000,2024-07-16 21:18:20.969
ETH,BUY,0.0002,544440.000,2024-07-16 21:18:24.299
ETH,BUY,0.0500,544500.000,2024-07-16 21:18:24.299
ETH,BUY,0.1498,544882.000,2024-07-16 21:18:24.299
ETH,SELL,0.2900,544868.000,2024-07-16 21:20:20.346
ETH,SELL,1.5500,544866.000,2024-07-16 21:20:20.346
ETH,SELL,1.1293,544768.000,2024-07-16 21:20:20.346
ETH,SELL,0.5944,544622.000,2024-07-16 21:20:20.346
ETH,SELL,0.4363,544621.000,2024-07-16 21:20:20.346
ETH,SELL,0.0100,544882.000,2024-07-16 21:21:36.045
ETH,SELL,1.0000,544868.000,2024-07-16 21:22:56.296
ETH,BUY,0.0100,545118.000,2024-07-16 21:23:11.539
ETH,BUY,0.1000,545027.000,2024-07-16 21:23:19.628
ETH,SELL,0.5942,544722.000,2024-07-16 21:26:16.409
ETH,BUY,0.0100,544791.000,2024-07-16 21:27:44.520
ETH,BUY,0.0500,544869.000,2024-07-16 21:27:44.520
ETH,BUY,0.0200,544869.000,2024-07-16 21:27:46.436
ETH,BUY,0.0867,544839.000,2024-07-16 21:31:42.343
ETH,BUY,0.0412,544869.000,2024-07-16 21:31:42.343
ETH,BUY,0.0209,544869.000,2024-07-16 21:31:45.974
ETH,BUY,0.0658,545030.000,2024-07-16 21:31:45.974
ETH,SELL,0.7278,544733.000,2024-07-16 21:41:23.113
ETH,BUY,0.1322,544776.000,2024-07-16 21:43:07.696
ETH,BUY,0.0100,545020.000,2024-07-16 21:43:32.235
ETH,SELL,0.0190,545025.000,2024-07-16 21:43:37.422
ETH,BUY,0.6066,545092.000,2024-07-16 21:43:40.112
ETH,BUY,0.6066,545104.000,2024-07-16 21:43:49.320
ETH,BUY,0.6256,545105.000,2024-07-16 21:43:49.320
ETH,SELL,0.7278,544825.000,2024-07-16 21:44:06.994
ETH,BUY,0.0596,545180.000,2024-07-16 21:47:21.838
ETH,BUY,1.0000,545184.000,2024-07-16 21:47:21.838
ETH,BUY,0.3904,545372.000,2024-07-16 21:47:21.838
ETH,BUY,0.0164,545386.000,2024-07-16 21:47:40.581
ETH,BUY,0.1536,545465.000,2024-07-16 21:47:40.581
ETH,BUY,0.0164,545475.000,2024-07-16 21:47:44.559
ETH,BUY,0.0100,545475.000,2024-07-16 21:47:50.728
ETH,BUY,0.5000,545560.000,2024-07-16 21:49:49.518
ETH,SELL,0.7268,545410.000,2024-07-16 21:50:32.492
ETH,SELL,0.7270,544992.000,2024-07-16 21:52:40.970
ETH,BUY,0.1000,544830.000,2024-07-16 21:54:09.065
ETH,SELL,0.1000,544500.000,2024-07-16 21:59:48.206
ETH,SELL,0.0999,544480.000,2024-07-16 21:59:48.206
ETH,SELL,1.0000,544527.000,2024-07-16 21:59:51.426
ETH,SELL,0.6066,543961.000,2024-07-16 21:59:51.426
ETH,SELL,0.0234,543961.000,2024-07-16 21:59:51.426
ETH,SELL,0.0100,544445.000,2024-07-16 22:02:21.838
ETH,SELL,0.0869,544587.000,2024-07-16 22:03:18.671
ETH,BUY,0.2000,544565.000,2024-07-16 22:03:26.323
ETH,BUY,0.2002,544402.000,2024-07-16 22:04:17.814
ETH,SELL,0.0147,544266.000,2024-07-16 22:05:31.982
ETH,SELL,0.6074,544201.000,2024-07-16 22:05:32.767
ETH,BUY,0.0910,543487.000,2024-07-16 22:08:25.376
ETH,SELL,0.0100,543442.000,2024-07-16 22:08:27.057
ETH,SELL,0.1000,543000.000,2024-07-16 22:08:34.694
ETH,SELL,0.0370,542700.000,2024-07-16 22:08:37.870
ETH,BUY,0.3520,542498.000,2024-07-16 22:08:52.715
ETH,SELL,0.5000,542748.000,2024-07-16 22:09:28.739
ETH,BUY,0.0500,542235.000,2024-07-16 22:09:52.682
ETH,SELL,0.0100,542000.000,2024-07-16 22:10:07.455
ETH,BUY,0.0352,541886.000,2024-07-16 22:13:05.339
ETH,BUY,0.1648,542269.000,2024-07-16 22:13:11.563
ETH,BUY,0.0100,542405.000,2024-07-16 22:13:58.137
ETH,BUY,0.0100,543088.000,2024-07-16 22:16:59.188
ETH,SELL,1.0000,543086.000,2024-07-16 22:16:59.645
ETH,SELL,0.8200,543054.000,2024-07-16 22:16:59.645
ETH,SELL,0.1800,543052.000,2024-07-16 22:16:59.645
ETH,BUY,0.0100,543329.000,2024-07-16 22:20:31.767
ETH,BUY,0.0200,543335.000,2024-07-16 22:20:31.767
ETH,BUY,0.0700,543338.000,2024-07-16 22:20:31.767
ETH,BUY,0.0200,543340.000,2024-07-16 22:20:35.424
ETH,SELL,0.0190,543100.000,2024-07-16 22:22:24.575
ETH,SELL,0.9810,543041.000,2024-07-16 22:22:24.575
ETH,SELL,0.0200,542623.000,2024-07-16 22:23:23.460
ETH,SELL,0.2500,542483.000,2024-07-16 22:24:43.291
ETH,SELL,0.0300,542483.000,2024-07-16 22:24:43.291
ETH,SELL,0.0192,542483.000,2024-07-16 22:24:43.291
ETH,BUY,0.0115,542798.000,2024-07-16 22:26:50.574
ETH,SELL,1.0000,542620.000,2024-07-16 22:27:34.006
ETH,SELL,0.5000,541967.000,2024-07-16 22:28:04.834
ETH,SELL,0.0100,541561.000,2024-07-16 22:28:29.596
ETH,SELL,0.0108,541814.000,2024-07-16 22:28:46.943
ETH,SELL,1.0000,541730.000,2024-07-16 22:29:19.094
ETH,BUY,0.0170,542147.000,2024-07-16 22:31:43.391
ETH,BUY,0.1000,542349.000,2024-07-16 22:34:19.986
ETH,BUY,0.0100,542327.000,2024-07-16 22:35:03.709
ETH,BUY,0.0135,541759.000,2024-07-16 22:37:26.961
ETH,BUY,0.9865,541765.000,2024-07-16 22:37:26.961
ETH,BUY,0.0135,541776.000,2024-07-16 22:37:29.000
ETH,BUY,0.2000,541773.000,2024-07-16 22:37:31.878
ETH,BUY,0.0100,541773.000,2024-07-16 22:38:47.502
ETH,BUY,0.0244,541950.000,2024-07-16 22:38:47.502
ETH,BUY,0.0100,541988.000,2024-07-16 22:38:49.068
ETH,BUY,0.0177,541993.000,2024-07-16 22:38:49.068
ETH,BUY,0.1000,542198.000,2024-07-16 22:41:18.352
ETH,BUY,0.0100,542615.000,2024-07-16 22:45:47.685
ETH,BUY,0.0900,542638.000,2024-07-16 22:45:47.685
ETH,BUY,0.0200,542740.000,2024-07-16 22:45:51.011
ETH,SELL,0.1091,542601.000,2024-07-16 22:46:42.784
ETH,SELL,0.1197,542600.000,2024-07-16 22:46:42.784
ETH,SELL,0.5000,543250.000,2024-07-16 22:52:10.583
ETH,BUY,0.0100,543337.000,2024-07-16 22:53:07.728
ETH,BUY,1.0000,543251.000,2024-07-16 22:55:58.846
ETH,BUY,0.1325,543319.000,2024-07-16 22:55:58.846
ETH,BUY,0.1478,543340.000,2024-07-16 22:55:58.846
ETH,BUY,0.0200,543374.000,2024-07-16 22:57:52.474
ETH,SELL,0.7299,543402.000,2024-07-16 22:58:19.014
ETH,BUY,0.0100,543346.000,2024-07-16 23:03:51.937
ETH,BUY,0.2400,543572.000,2024-07-16 23:03:51.937
ETH,BUY,0.0200,543579.000,2024-07-16 23:03:54.963
ETH,SELL,0.7293,543340.000,2024-07-16 23:05:44.671
ETH,SELL,0.6500,543340.000,2024-07-16 23:05:44.854
ETH,SELL,0.0100,543340.000,2024-07-16 23:05:45.100
ETH,SELL,0.7293,543340.000,2024-07-16 23:05:46.643
ETH,SELL,0.7294,543340.000,2024-07-16 23:05:50.285
ETH,SELL,0.7294,543340.000,2024-07-16 23:05:59.229
ETH,BUY,1.0000,544347.000,2024-07-16 23:14:15.782
ETH,BUY,1.0000,544675.000,2024-07-16 23:14:15.782
ETH,BUY,1.4334,544763.000,2024-07-16 23:14:15.782
ETH,BUY,1.3994,544781.000,2024-07-16 23:14:15.782
ETH,BUY,0.0453,544966.000,2024-07-16 23:14:15.782
ETH,BUY,0.0453,545025.000,2024-07-16 23:14:18.427
ETH,SELL,0.6216,545000.000,2024-07-16 23:15:20.190
ETH,SELL,0.0901,545070.000,2024-07-16 23:15:45.428
ETH,SELL,0.0099,545067.000,2024-07-16 23:15:45.428
ETH,BUY,0.0100,545263.000,2024-07-16 23:16:38.396
ETH,BUY,0.0100,545419.000,2024-07-16 23:17:02.418
ETH,BUY,0.0429,545444.000,2024-07-16 23:17:02.418
ETH,BUY,0.5882,545482.000,2024-07-16 23:17:02.418
ETH,BUY,1.0000,545720.000,2024-07-16 23:17:02.418
ETH,BUY,0.3589,545751.000,2024-07-16 23:17:02.418
ETH,BUY,0.0529,545552.000,2024-07-16 23:17:05.924
ETH,BUY,0.0370,545552.000,2024-07-16 23:19:40.544
ETH,BUY,0.2930,545552.000,2024-07-16 23:19:40.669
ETH,BUY,0.0100,545567.000,2024-07-16 23:19:40.669
ETH,BUY,0.0270,545978.000,2024-07-16 23:19:40.669
ETH,BUY,0.0100,545978.000,2024-07-16 23:19:40.814
ETH,BUY,0.1500,545665.000,2024-07-16 23:20:52.476
ETH,BUY,0.0105,545386.000,2024-07-16 23:21:25.744
ETH,BUY,0.1000,545673.000,2024-07-16 23:29:11.805
ETH,BUY,0.5526,545793.000,2024-07-16 23:29:23.200
ETH,BUY,0.0105,545900.000,2024-07-16 23:29:43.734
ETH,BUY,0.9895,545900.000,2024-07-16 23:29:45.135
ETH,BUY,0.0103,546000.000,2024-07-16 23:29:45.135
ETH,BUY,0.2087,546000.000,2024-07-16 23:29:46.628
ETH,BUY,0.5496,546000.000,2024-07-16 23:29:47.322
ETH,BUY,0.0100,545994.000,2024-07-16 23:29:48.155
ETH,BUY,0.1900,546000.000,2024-07-16 23:29:48.155
ETH,BUY,0.0414,546000.000,2024-07-16 23:29:48.278
ETH,BUY,0.0438,546200.000,2024-07-16 23:29:48.489
ETH,BUY,0.2000,546200.000,2024-07-16 23:29:48.681
ETH,BUY,0.1557,546200.000,2024-07-16 23:29:48.683
ETH,BUY,0.2000,546200.000,2024-07-16 23:29:48.921
ETH,BUY,0.1000,546200.000,2024-07-16 23:29:48.922
ETH,BUY,0.1000,546200.000,2024-07-16 23:29:49.003
ETH,BUY,0.1597,546200.000,2024-07-16 23:29:50.279
ETH,BUY,0.0408,546200.000,2024-07-16 23:29:50.352
ETH,BUY,0.0568,546580.000,2024-07-16 23:29:50.352
ETH,BUY,0.0513,546581.000,2024-07-16 23:29:50.352
